q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,تهران-,تهران-,Ncsp--z,24,NSUBJ,CVCCVCV,3,6,c,(ROOT (S (VPS (NPC (NPC (Ncsp----z- *),6,0,1,2
1,2,واحد,***not found***واحد***Ncsp--z
1,3,مرکزی,مرکزی,Apsz,2,NMOD,CVCCVCVV,4,5,c,(As-z- *)),1,0,1,1
1,4,خبر,خبر,Ncsp---,2,NN,CVCVC,2,3,c,(VPC (Ncsp------ *),2,0,1,1
1,5,:,:,Oo,7,PUNC,:,1,1,f,(VPF (Oo *),2,0,0,1
1,6,نهمین,نهمین,Uoa----,7,NUM,CVCVCVC,3,5,f,(VPF (DiscE (PPC (Uoa------ *),4,0,1,2
1,7,اجلاس,اجلاس,Ncsp--z,1,APPOS,CVCCVCV,3,5,c,(CPC-adj (ADJPA (ADJ (Ncsp----z- *),4,0,1,2
1,8,سران,سر,Nclp--z,7,NN,CVCCVCV,3,4,c,(Nclp----z- *),1,0,1,2
1,9,کشورهای,کشور,Nclpk-z,8,NN,CVCCVCCVCVV,4,7,c,(Nclpk---z- *)),1,0,2,1
1,10,عضو,عضو,Ncsp--z,9,NN,CVCCV,2,3,c,(ADJ (Ncsp----z- *),2,0,1,1
1,11,شورای,شورا,Ncsp--z,10,NN,CVCVCV,3,5,c,(Ncsp----z- *),1,0,0,3
1,12,همکاری,همکاری,Ncsp--z,11,NN,CVCCVCVV,4,6,c,(Ncsp----z- *))),1,0,1,1
1,13,خلیج,خلیج,Ncspk-z,12,NN,CVCVCV,3,4,c,(CPC-adj (Ncspk---z- *),2,0,0,3
1,14,فارس,فارس,Naspk--,13,MWE,CVCC,1,4,c,(Naspk----- *))))),1,1,0,0
1,15,دیشب,دیشب,Dgp-t--,24,VMOD,CVCVC,2,4,c,(VPSD-nid (VPC-nid (PPC (Dgp-t-- *),4,0,1,1
1,16,کار,کار,Ncsp--z,24,DOBJ,CVCV,2,3,c,(Ncsp----z- *)),1,0,0,2
1,17,خود,***not found***خود***Zx------
1,18,را,را,P,16,ACC,CV,1,2,f,(P *)),1,0,0,1
1,19,در,در,E-,24,VMOD,CVC,1,2,f,(VPA-nid (DPC-nid (DPC (E------- *),4,0,1,0
1,20,منامه,منامه,Naspk--,19,POBJ,CVCVCV,3,5,c,(Naspk----- *))),1,0,0,3
1,21,پایتخت,پایتخت,Ncspk-z,20,NN,CVCCVCCV,3,6,c,(VPC (CPC-adj (Ncspk---z- *),3,0,2,1
1,22,بحرین,بحرین,Naspk--,21,NN,CVCCVCC,2,5,c,(CPC-adj (Naspk----- *),2,1,1,0
1,23,آغاز,آغاز,Ncsp---,24,MWE,CVCVC,2,4,c,(Ncsp------ *))),1,0,1,1
1,24,کرد,کردن,Vpyssht----,0,ROOT,CVCC,1,3,c,(Vpys-sht------ *)))))))))),1,1,0,0
1,25,.,.,Oe,24,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,به,به,E-,15,VMOD,CV,1,2,f,(ROOT (S (VPSD (VPA-nid-DiscA (DiscA (PPC (E------- *),7,0,0,1
2,2,گزارش,گزارش,Ncsp--z,1,POBJ,CVCVCVCV,4,5,c,(Ncsp----z- *))),1,0,0,4
2,3,فرانس,فرانس,Nasp---,2,NN,CVCVCC,2,5,c,(VPA-nid (VPA-nid (PPC (PPC (Nasp------ *),5,1,0,1
2,4,پرس,پرس,Nasp---,3,NN,CVCC,1?,3,c,(NPC (Nasp------ *),2,1,0,0
2,5,از,از,E-,4,NMOD,CVC,1,2,f,(NPA (E------- *),2,0,1,0
2,6,منامه,منامه,Naspk--,5,POBJ,CVCVCV,3,5,c,(Naspk----- *)))),1,0,0,3
2,7,،,،,Oc,1,PUNC,،,1,1,f,(Oc *)),1,0,0,1
2,8,مقامات,مقام,Nclp--z,15,NSUBJ,VCCVCVCV,4,6,c,(VPA-nid (CPC-adv (Nclp----z- *),3,0,0,3
2,9,بحرین,بحرین,Naspk--,8,NN,CVCCVCC,2,5,c,(CPC-adv (Naspk----- *),2,1,1,0
2,10,تدابیر,تدبیر,Nclp--z,9,NN,CVCVCVCV,4,6,c,(Nclp----z- *))),1,0,0,4
2,11,امنیتی,امنیتی,Apsz,10,NMOD,CVCCVCCVCVV,5,6,c,(VPA-nid (CPC-adv (As-z- *),3,0,2,1
2,12,شدیدی,شدید,Apsy,8,NMOD,CVCVCC,3,5,c,(CPC-adv (As-y- *),2,1,0,1
