q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,تا,تا,E-,14,VMOD,CV,1,2,f,(ROOT (S (VPS (NPC (NPC (E------- *),6,0,0,1
1,2,زمان,زمان,Ncsp--z,1,POBJ,CVCVCV,3,4,c,(NPA (Ncsp----z- *),2,0,0,3
1,3,هوشنگ,هوشنگ,Nasp---,2,NN,CVCVCC,2,5,c,(Nasp------ *))),1,1,0,1
1,4,،,،,Oc,1,PUNC,،,1,1,f,(Oc *)),1,0,0,1
1,5,پادشاه,پادشاه,Ncsp--z,14,NSUBJ,CVCVCVCV,4,6,c,(VPA (PPC (PPC (Ncsp----z- *),4,0,0,4
1,6,دلیر,دلیر,Aps-,7,AdjCOOR,CVCVC,2,4,c,(NPA (As--- *),2,0,1,1
1,7,و,و,Jr-,5,NMOD,CV,1,1,f,(CPC-adj (Jr------- *),2,0,0,1
1,8,نیرومند,نیرومند,Apsz,7,AdjCOOR,CVCVCVCCV,4,7,c,(CPC-adj (As-z- *),2,0,1,3
1,9,ایرانی,ایرانی,Aps-,5,NMOD,CVCVCV,3,6,c,(As--- *))))),1,0,0,3
1,10,،,،,Oc,5,PUNC,،,1,1,f,(Oc *)),1,0,0,1
1,11,مردم,مردم,Nclp--z,14,DOBJ,CVCCVCV,3,4,c,(VPC (DPC (DPC (Nclp----z- *),4,0,1,2
1,12,آتش,آتش,Ncsp---,11,NN,CVCVC,2,3,c,(Ncsp------ *)),1,0,1,1
1,13,را,را,P,11,ACC,CV,1,2,f,(P *)),1,0,0,1
1,14,نمی-شناختند,***not found***نمی-شناختند***Vnyslht----
1,15,.,.,Oe,14,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,روزی,روز,Ncspt-y,8,NSUBJ,CVCV,2,4,c,(ROOT (S (VPA (N (Ncspt---y- *),5,0,0,2
2,2,هوشنگ,هوشنگ,Nasp---,1,NN,CVCVCC,2,5,c,(Nasp------ *)),1,1,0,1
2,3,با,با,E-,8,VMOD,CV,1,2,f,(VPA (PPC (PPC (E------- *),4,0,0,1
2,4,سربازانش,***not found***سربازانش***Nclp----3-
2,5,به,به,E-,4,NN,CV,1,2,f,(Cez--nshc *))),1,0,0,1
2,6,سوی,سو,Ncsp--z,5,POBJ,CVCVV,3,3,c,(E------- *)),1,0,0,1
2,7,کوه,کوه,Ncspk--,8,MWE,CVC,1,3,c,(MV (PPC (Ncsp----z- *),3,0,1,0
2,8,می-رفت,***not found***می-رفت***Vpysshti---
2,9,.,.,Oe,8,PUNC,.,1,1,f,(Vpys-shti----- *)))),1,0,0,1
3,1,ناگهان,ناگهان,Dgps---,9,VMOD,CVCVCVC,3,6,c,(ROOT (S (VPA (VPA (Dgps--- *),5,0,1,2
3,2,از,از,E-,9,VMOD,CVC,1,2,f,(MV (E------- *),2,0,1,0
3,3,دور,دور,Ncsp--z,2,POBJ,CVCV,2,3,c,(Ncsp----z- *))),1,0,0,2
3,4,مار,مار,Ncsp--z,3,NN,CVCV,2,3,c,(CL (Ncsp----z- *),2,0,0,2
3,5,سیاه-رنگ,***not found***سیاه-رنگ***Aps-
3,6,و,و,Jr-,4,NMOD,CV,1,1,f,(Jr------- *),1,0,0,1
3,7,وحشتناکی,وحشتناک,Apsy,6,AdjCOOR,CVCCVCCVCC,4,8,c,(As-y- *),1,1,2,0
3,8,پدیدار,پدیدار,Ncsp---,9,MWE,CVCVCVC,3,6,c,(Ncsp------ *),1,0,1,2
3,9,شد,شدن,Vpyssht----,0,ROOT,CVC,1,2,c,(Vpys-sht------ *)))),1,0,1,0
3,10,.,.,Oe,9,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
4,1,از,از,E-,5,VMOD,CVC,1,2,f,(ROOT (S (NPA (E------- *),4,0,1,0
4,2,دهان,دهان,Ncsp--z,1,POBJ,CVCVCV,3,4,c,(NPA (Ncsp----z- *),2,0,0,3
4,3,مار,مار,Ncsp---,2,NN,CVC,1,3,c,(MN (Ncsp------ *),2,0,1,0
4,4,دود,دود,Ncsp--z,5,MWE,CVCV,2,3,c,(Ncsp----z- *))),1,0,0,2
4,5,برمی-خاست,***not found***برمی-خاست***Vpyk------n-3-
4,6,.,.,Oe,5,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
5,1,به,به,E-,19,VMOD,CV,1,2,f,(ROOT (S (VPA (CL-nid-DiscA (CL-nid-DiscA (VPS-DiscA (N (E------- *),8,0,0,1
5,2,محض,محض,Ncsp--z,1,POBJ,CVCCV,2,3,c,(Ncsp----z- *)),1,0,1,1
5,3,اینکه,اینکه,J--,7,VMOD,VCCV,2,5,f,(VPC-DiscA (DiscA (J-------- *)),3,0,0,1
5,4,هوشنگ,هوشنگ,Nasp--z,7,DOBJ,CVCVCCV,3,5,c,(VPC (DPC (DPC (Nasp----z- *),4,0,1,2
5,5,مار,مار,Nasp---,4,NN,CVC,1,3,c,(Nasp------ *)),1,0,1,0
5,6,را,را,P,4,ACC,CV,1,2,f,(P *)),1,0,0,1
5,7,دید,دیدن,Vpyssht----,2,NN,CVC,1,3,c,(Vpys-sht------ *))))),1,0,1,0
5,8,،,،,Oc,1,PUNC,،,1,1,f,(Oc *)),1,0,0,1
5,9,سنگ,سنگ,Ncsp--z,19,DOBJ,CVCCV,2,3,c,(CPC-verb (Ncsp----z- *),2,0,1,1
5,10,بزرگی,بزرگ,Apsy,9,NMOD,CVCVCCC,3,5,c,(CPC-verb (As-y- *),2,0,0,1
5,11,برداشت,برداشت,Ncsp---,12,NounCOOR,CVCCVCC,2,6,c,(VPC-nid-DiscA (VPC-nid (DPA-nid (DPC-nid (DPC-nid (Ncsp------ *),6,1,1,0
5,12,و,و,Jr-,9,NN,CV,1,1,f,(PPC-nid (Jr------- *),2,0,0,1
5,13,آن,***not found***آن***Zms-----
