q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,در,در,E-,5,VMOD,CVC,1,2,f,(ROOT (S (CL-nid-DiscA (VPS-DiscA (MN (MN (E------- *),7,0,1,0
1,2,داستان-های,داستان-,Nclp--z,1,POBJ,CVCCVCCVCVV,4,10,c,(Nclp----z- *),1,0,2,1
1,3,باستانی,باستانی,Aps-,2,NMOD,CVCCVCV,3,7,c,(As--- *)),1,0,1,2
1,4,،,،,Oc,1,PUNC,،,1,1,f,(Oc *)),1,0,0,1
1,5,گفته,گفتن,Vp------p--,0,ROOT,CVCCV,2,4,c,(VPC-DiscA (DiscA (Vp-------p---- *)),3,0,1,1
1,6,شده,شدن,Vp------p--,5,MWE,CVCV,2,3,c,(VPC (Vpys-sh-f----- *),2,0,0,2
1,7,است,بودن,Vpykshs----,5,CCOMP,CVCC,1,3,c,(VPA (MADV (NUM (J-------- *),4,1,0,0
1,8,که,که,J--,16,COMPM,CV,1,2,f,(E------z *),1,0,0,1
1,9,میان,***not found***میان***Ez
1,10,ایران,ایران,Naspk--,11,NounCOOR,CVCVC,2,5,c,(Jr------- *),1,0,1,1
1,11,و,و,Jr-,9,POBJ,CV,1,1,f,(Naspk----- *),1,0,0,1
1,12,توران,توران,Naspk--,11,NounCOOR,CVCVC,2,5,c,(Nclp----z- *))),1,0,1,1
1,13,سال-های,سال-,Nclp--z,11,NN,CVCVCV,3,7,c,(As-z- *)),1,0,0,3
1,14,دراز,دراز,Apsz,13,NMOD,CVCVCV,3,4,c,(MV (Ncsp------ *),2,0,0,3
1,15,جنگ,جنگ,Ncsp---,16,MWE,CVCC,1,3,c,(Vpyk-sht------ *))))))),1,1,0,0
1,16,بود,بودن,Vpyksht----,7,COMP,CVC,1,3,c,(Oe *))) ,1,0,1,0
1,17,.,.,Oe,5,PUNC,.,1,1,f,,-1,0,0,1
2,1,یک,یک,Urns---,2,NUM,CVC,1,2,f,(ROOT (S (VPA (N (Urns----- *),5,0,1,0
2,2,بار,بار,Ncsp---,7,NSUBJ,CVC,1,3,c,(Ncsp------ *)),1,0,1,0
2,3,افراسیاب,افراسیاب,Nasp--z,2,NN,CVCCVCVCVCV,5,8,c,(VPA (MADV (NUM (Nasp----z- *),4,0,1,4
2,4,تورانی,تورانی,Nasp---,3,NN,CVCVCC,3,6,c,(Nasp------ *),1,1,0,1
