q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,امروز,***not found***امروز***Dgp-t--
1,2,جمعه,جمعه,Naspd--,3,MWE,CVCCV,2,4,c,(VPC (Naspd----- *),2,0,1,1
1,3,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)))),1,1,0,0
1,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,جمعه,جمعه,Naspd--,3,NSUBJ,CVCCV,2,4,c,(ROOT (S (DPC (Naspd----- *),4,0,1,1
2,2,تعطیل,***not found***تعطیل***Aps-
2,3,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *))),1,1,0,0
2,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
3,1,کاوه,کاوه,Nasp---,2,NounCOOR,CVCV,2,4,c,(ROOT (S (VPF (VPS-nid (DPC (Nasp------ *),6,0,0,2
3,2,و,و,Jr-,19,NSUBJ,CV,1,1,f,(Jr------- *)),1,0,0,1
3,3,بهرام,بهرام,Nasp--z,2,NounCOOR,CVCCVCV,3,5,c,(VPC-nid (NPA-nid (NPA-nid (NPA (Nasp----z- *),5,0,1,2
3,4,معمولاٌ,***not found***معمولاٌ***Nasp---
3,5,روزهای,روز,Nclpt-z,4,NN,CVCCVCVV,3,6,c,(Nclpt---z- *),1,0,1,1
3,6,جمعه,جمعه,Naspd--,5,POSSESSIVE,CVCCV,2,4,c,(Naspd----- *),1,0,1,1
3,7,به,به,E-,3,NMOD,CV,1,2,f,(E------- *),1,0,0,1
3,8,کوه,کوه,Ncspk-z,7,POBJ,CVCV,2,3,c,(Ncspk---z- *)),1,0,0,2
3,9,می-روند,***not found***می-روند***Naspk--
3,10,اما,اما,Jr-,2,NMOD,CVCCV,2,3,f,(PPC-nid (Jr------- *),2,0,1,1
3,11,این,***not found***این***Tm-------
3,12,هفته,هفته,Ncspt--,11,DETCOMP,CVCCV,2,4,c,(Ncspt----- *))))),1,0,1,1
