q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,احمد,احمد,Nasp---,4,NSUBJ,CVCCVC,2,4,c,(ROOT (S (NPA (Nasp------ *),4,0,2,0
1,2,اهل,اهل,Ncsp--z,1,NN,VCVCV,2,3,c,(NPA (Ncsp----z- *),2,0,0,2
1,3,پاکستان,پاکستان,Naspk--,4,MWE,CVCVCCVC,3,7,c,(Naspk----- *)),1,0,2,1
1,4,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)),1,1,0,0
1,5,.,.,Oe,4,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,او,***not found***او***Zrsh----
2,2,دیروز,دیروز,Dgp-t--,6,VMOD,CVCVC,2,5,c,(VPC-DiscA (DiscA (Dgp-t-- *)),3,0,1,1
2,3,ساعت,ساعت,Ncspt-z,6,NSUBJ,CVCVCV,3,4,c,(VPC (DPC (DPC (Ncspt---z- *),4,0,0,3
2,4,شش,شش,Urns---,3,NUM,CVC,1,2,f,(Urns----- *)),1,0,1,0
2,5,بیدار,بیدار,Aps-,6,MWE,CVCVC,2,5,c,(As--- *)),1,0,1,1
2,6,شد,شدن,Vpyssht----,0,ROOT,CVC,1,2,c,(Vpys-sht------ *))))),1,0,1,0
2,7,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
3,1,بعد,***not found***بعد***J--
3,2,صبحانه,صبحانه,Ncsp---,3,MWE,CVCCVCV,3,6,c,(NPA (N (Ncsp------ *),3,0,1,2
3,3,خورد,خوردن,Vpyssht----,4,VerbCOOR,CVCC,1,4,c,(Vpys-sht------ *),1,1,0,0
3,4,و,و,Jr-,0,ROOT,CV,1,1,f,(Jr------- *)),1,0,0,1
3,5,به,به,E-,7,MWE,CV,1,2,f,(NUM (E------- *),2,0,0,1
3,6,دانشگاه,دانشگاه,Ncspk--,5,POBJ,CVCVCCVC,3,7,c,(Ncspk----- *))),1,0,2,1
3,7,رفت,رفتن,Vpyssht----,4,VerbCOOR,CVCC,1,3,c,(Vpys-sht------ *)),1,1,0,0
3,8,.,.,Oe,4,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
4,1,احمد,احمد,Nasp---,7,NSUBJ,CVCCVC,2,4,c,(ROOT (S (NPA (Nasp------ *),4,0,2,0
4,2,صبح,صبح,Ncspt-z,1,NN,CVCCV,2,3,c,(NPA (N (Ncspt---z- *),3,0,1,1
4,3,سه,سه,Urns---,4,NUM,CV,1,2,f,(Urns----- *),1,0,0,1
4,4,ساعت,ساعت,Ncspt--,2,NN,CVCVC,2,4,c,(Ncspt----- *)),1,0,1,1
4,5,درس,درس,Ncsp--z,4,NN,CVCCV,2,3,c,(NUM (Ncsp----z- *),2,0,1,1
4,6,فارسی,فارسی,Nasp---,7,MWE,CVCCCV,2,5,c,(Nasp------ *))),1,1,0,1
4,7,داشت,داشتن,Vpyssht----,0,ROOT,CVCC,1,4,c,(Vpys-sht------ *)),1,1,0,0
4,8,.,.,Oe,7,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
5,1,ساعت,ساعت,Ncspt-z,7,NSUBJ,CVCVCV,3,4,c,(ROOT (S (NPA (Ncspt---z- *),4,0,0,3
5,2,یک,یک,Urns---,1,MWE,CVC,1,2,f,(NPA (N (Urns----- *),3,0,1,0
5,3,در,در,E-,7,VMOD,CVC,1,2,f,(E------- *),1,0,1,0
5,4,رستوران,رستوران,Ncspk-z,3,POBJ,CVCCVCVCV,4,7,c,(Ncspk---z- *)),1,0,1,3
5,5,دانشگاه,دانشگاه,Ncspk--,4,NN,CVCVCCVC,3,7,c,(NUM (Ncspk----- *),2,0,2,1
5,6,ناهار,ناهار,Ncsp---,7,MWE,CVCVC,2,5,c,(Ncsp------ *))),1,0,1,1
5,7,خورد,خوردن,Vpyssht----,0,ROOT,CVCC,1,4,c,(Vpys-sht------ *)),1,1,0,0
5,8,.,.,Oe,7,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
6,1,اما,اما,Jr-,0,ROOT,CVCCV,2,3,f,(ROOT (S (NPA (Jr------- *),4,0,1,1
6,2,بعد,***not found***بعد***E-
6,3,از,از,E-,2,POBJ,CVC,1,2,f,(CPC-adj (E------- *),2,0,1,0
6,4,ناهار,ناهار,Ncsp--z,3,POBJ,CVCVCV,3,5,c,(CPC-adj (Ncsp----z- *),2,0,0,3
6,5,کلاس,کلاس,Ncspk--,6,MWE,CVCVC,2,4,c,(Ncspk----- *)))),1,0,1,1
6,6,نداشت,داشتن,Vnyssht----,1,VerbCOOR,CVCVCC,2,5,c,(Vnys-sht------ *)),1,1,0,1
6,7,.,.,Oe,1,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
7,1,دیشب,دیشب,Dgp-t--,9,VMOD,CVCVC,2,4,c,(ROOT (S (VPA (Dgp-t-- *),4,0,1,1
7,2,او,***not found***او***Zrsh----
7,3,و,و,Jr-,9,NSUBJ,CV,1,1,f,(VPA-nid (CPC-adv (Jr------- *),3,0,0,1
7,4,رونالد,***not found***رونالد***Nasp---
7,5,کمی,کمی,Dgps---,9,VMOD,CVCCV,2,3,c,(Dgps--- *))),1,0,1,1
7,6,در,در,E-,9,IDOBJ,CVC,1,2,f,(VPC-nid (ADJPA-nid (E------- *),3,0,1,0
7,7,خوابگاه,خوابگاه,Ncspk-z,6,POBJ,CVCCVCV,3,7,c,(ADJPC-nid (CPC-adj (Ncspk---z- *),3,0,1,2
