q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,امیر,امیر,Nasp---,5,NSUBJ,CVCVC,2,4,c,(ROOT (S (NPA (Nasp------ *),4,0,1,1
1,2,سر,سر,Ncsp---,1,NN,CVCC,1,2,c,(NPA (Ncsp------ *),2,1,0,0
1,3,از,از,E-,5,MWE,CVC,1,2,f,(MN (E------- *),2,0,1,0
1,4,پا,پا,Ncsp---,3,POBJ,CV,1,2,c,(Ncsp------ *))),1,0,0,1
1,5,نمی-شناخت,***not found***نمی-شناخت***Vnyssht----
1,6,.,.,Oe,5,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,هرکس,***not found***هرکس***Nasp---
2,2,به,به,E-,6,IDOBJ,CV,1,2,f,(NPC (E------- *),2,0,0,1
2,3,صورت,صورت,Ncsp--z,2,POBJ,CVCVCV,3,4,c,(NPC (Ncsp----z- *),2,0,0,3
2,4,او,***not found***او***Zrsh----
2,5,نگاه,نگاه,Ncsp---,6,MWE,CVCVC,2,4,c,(VPS (NPA (NPA (Ncsp------ *),4,0,1,1
2,6,می-کرد,***not found***می-کرد***Vpysshsi---
2,7,،,،,Oc,10,PUNC,،,1,1,f,(Oc *)),1,0,0,1
2,8,به,به,E-,10,MWE,CV,1,2,f,(VPC (NPC (NPC (E------- *),4,0,0,1
2,9,راحتی,***not found***راحتی***Ncsp---
2,10,می-فهمید,***not found***می-فهمید***Vpysltsi---
2,11,که,که,J--,15,RELSUBJ,CV,1,2,f,(N (J-------- *),2,0,0,1
2,12,انتظار,انتظار,Ncsp---,15,DOBJ,CVCCVCVC,3,6,c,(Ncsp------ *),1,0,2,1
2,13,چیزی,چیز,Ncsp--y,12,NN,CVCCV,2,4,c,(Ncsp----y- *)))),1,0,1,1
2,14,را,را,P,12,ACC,CV,1,2,f,(P *)),1,0,0,1
2,15,می-کشد,***not found***می-کشد***Vpysshsi---
2,16,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
3,1,او,***not found***او***Zrsh----
3,2,هر,***not found***هر***Tf-------
3,3,چند,چند,Tf-------,2,DETCOMP,CVCC,1,3,f,(PPC (Tf------- *),2,1,0,0
3,4,دقیقه,دقیقه,Ncspt--,3,DETCOMP,CVCVCV,3,5,c,(NPA (NUM (Ncspt----- *),3,0,0,3
3,5,یک,یک,Urns---,6,NUM,CVC,1,2,f,(Urns----- *),1,0,1,0
3,6,بار,بار,Ncsp---,4,APPOS,CVC,1,3,c,(Ncsp------ *),1,0,1,0
3,7,از,از,E-,9,MWE,CVC,1,2,f,(E------- *),1,0,1,0
3,8,رضا,رضا,Nasp---,7,POBJ,CVCV,2,3,c,(Nasp------ *)),1,0,0,2
3,9,می-پرسید,***not found***می-پرسید***Vpysshsi---
3,10,:,:,Oo,13,PUNC,:,1,1,f,(VPA (Oo *),2,0,0,1
3,11,رضا,رضا,Nasp---,13,NSUBJ,CVCV,2,3,c,(VPA (MADV (Nasp------ *),3,0,0,2
3,12,ساعت,ساعت,Ncspt-z,13,MWE,CVCVCV,3,4,c,(Ncspt---z- *)),1,0,0,3
3,13,چنده,***not found***چنده***Vpyk------d-3-
3,14,؟,؟,Oe,9,PUNC,؟,1,1,f,(Cevpkdshc *)))))),1,0,0,1
4,1,رضا,رضا,Nasp---,6,NSUBJ,CVCV,2,3,c,(ROOT (S (VPS (NPA (NPA (Nasp------ *),6,0,0,2
4,2,هم,هم,J--,1,NMOD,CVC,1,2,f,(J-------- *)),1,0,1,0
4,3,جواب,جواب,Ncsp--z,6,DOBJ,CVCVCV,3,4,c,(Ncsp----z- *)),1,0,0,3
4,4,او,***not found***او***Zrsh----
4,5,را,را,P,3,ACC,CV,1,2,f,(P *)),1,0,0,1
4,6,می-داد,***not found***می-داد***Vpysshsi---
4,7,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
5,1,امیر,امیر,Nasp---,3,NSUBJ,CVCVC,2,4,c,(ROOT (S (NPA (Nasp------ *),4,0,1,1
5,2,منتظر,منتظر,Aps-,3,MWE,CVCCVCVC,3,5,c,(NPA (N (As--- *),3,0,2,1
5,3,بود,بودن,Vpyksht----,0,ROOT,CVC,1,3,c,(Vpyk-sht------ *),1,0,1,0
5,4,تا,تا,J--,7,PURPCL,CV,1,2,f,(J-------- *)),1,0,0,1
5,5,زنگ,زنگ,Ncsp---,6,MWE,CVCC,1,3,c,(NUM (Ncsp------ *),2,1,0,0
5,6,بخورد,خوردن,Vpyssh--u--,7,VerbCOOR,CVCVCC,3,5,c,(Vpys-sh--u---- *),1,1,0,1
5,7,و,و,Jr-,3,VMOD,CV,1,1,f,(Jr------- *),1,0,0,1
5,8,به,به,E-,10,MWE,CV,1,2,f,(E------- *),1,0,0,1
5,9,خانه,خانه,Ncspk--,8,POBJ,CVCV,2,4,c,(Ncspk----- *))),1,0,0,2
5,10,برود,***not found***برود***Vpyssh--u--
5,11,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
6,1,رضا,رضا,Nasp---,13,NSUBJ,CVCV,2,3,c,(ROOT (S (VPA (MN (MN (Nasp------ *),6,0,0,2
6,2,هم,هم,J--,1,NMOD,CVC,1,2,f,(J-------- *),1,0,1,0
6,3,از,از,E-,2,PrepCOOR,CVC,1,2,f,(E------- *)),1,0,1,0
6,4,بس,***not found***بس***Ncsp---
6,5,که,که,J--,9,RELSUBJ,CV,1,2,f,(VPS (NPC (J-------- *),3,0,0,1
6,6,او,***not found***او***Zrsh----
6,7,ساعت,ساعت,Ncspt--,9,DOBJ,CVCVC,2,4,c,(VPC (NPC (Ncspt----- *),3,0,1,1
6,8,را,را,P,7,ACC,CV,1,2,f,(P *)),1,0,0,1
6,9,پرسیده,پرسیدن,Vp------p--,4,NN,CVCCVCV,3,6,c,(VPA (PPC (PPC (Vp-------p---- *),4,0,1,2
6,10,بود,بودن,Vpyksht----,9,MWE,CVC,1,3,c,(Vpyk-sht------ *)),1,0,1,0
6,11,،,،,Oc,1,PUNC,،,1,1,f,(Oc *)),1,0,0,1
6,12,کلافه,کلافه,Aps-,13,MWE,CVCVCV,3,5,c,(MV (PPC (As--- *),3,0,0,3
6,13,شده,شدن,Vp------p--,0,ROOT,CVCV,2,3,c,(Vp-------p---- *)),1,0,0,2
6,14,بود,بودن,Vpyksht----,13,MWE,CVC,1,3,c,(Vpyk-sht------ *)))))),1,0,1,0
6,15,.,.,Oe,13,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
7,1,عاقبت,***not found***عاقبت***Dgps---
7,2,مثل,***not found***مثل***Dgp-e-z
7,3,همیشه,همیشه,Dgp-t--,2,ADVCOMP,CVCVCV,3,5,c,(NPC (NPA (Dgp-t-- *),3,0,0,3
7,4,لحظه-های,***not found***لحظه-های***Nclp--z
7,5,انتظار,انتظار,Ncsp---,4,NN,CVCCVCVC,3,6,c,(NPA (Ncsp------ *),2,0,2,1
7,6,به,به,E-,8,MWE,CV,1,2,f,(CPC-adj (E------- *),2,0,0,1
7,7,پایان,پایان,Ncsp---,6,POBJ,CVCVC,2,5,c,(CPC-adj (Ncsp------ *),2,0,1,1
7,8,رسید,رسیدن,Vpyssht----,9,VerbCOOR,CVCVC,2,4,c,(ADJPA (ADJ (Vpys-sht------ *),3,0,1,1
7,9,و,و,Jr-,0,ROOT,CV,1,1,f,(Jr------- *),1,0,0,1
7,10,زنگ,زنگ,Ncsp--z,9,NounCOOR,CVCCV,2,3,c,(Ncsp----z- *)),1,0,1,1
7,11,مدرسه,مدرسه,Ncspk--,10,NN,CVCCVCV,3,5,c,(ADJ (Ncspk----- *),2,0,1,2
7,12,به,به,E-,11,NN,CV,1,2,f,(E------- *),1,0,0,1
7,13,صدا,صدا,Ncsp---,12,POBJ,CVCV,2,3,c,(Ncsp------ *)))))))),1,0,0,2
7,14,درآمد,***not found***درآمد***Ncsp---
7,15,.,.,Oe,9,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
8,1,امیر,امیر,Nasp---,7,NSUBJ,CVCVC,2,4,c,(ROOT (S (VPSD (VPC-nid-DiscA (NPC-nid (NPA-nid (NPC (Nasp------ *),8,0,1,1
8,2,بدون,بدون,Ez,7,VMOD,CVCVCVV,3,4,f,(E------z *))),1,0,0,2
8,3,خداحافظی,خداحافظی,Ncsp---,2,POBJ,CVCVCVCVCV,5,8,c,(Ncsp------ *)),1,0,0,5
