q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,کشور,کشور,Ncspk-z,16,NSUBJ,CVCCVCV,3,4,c,(ROOT (S (VPSD (VPA-nid-DiscA (DiscA (PPC (Ncspk---z- *),7,0,1,2
1,2,ایران,ایران,Naspk--,1,POSSESSIVE,CVCVC,2,5,c,(Naspk----- *))),1,0,1,1
1,3,با,با,E-,16,VMOD,CV,1,2,f,(VPA-nid (VPA-nid (CPC-adv (E------- *),4,0,0,1
1,4,فرهنگ,فرهنگ,Ncsp---,5,NounCOOR,CVCCVCC,2,5,c,(CPC-adv (Ncsp------ *),2,1,1,0
1,5,و,و,Jr-,3,POBJ,CV,1,1,f,(Jr------- *))),1,0,0,1
1,6,تمدنی,تمدن,Ncsp--y,5,NounCOOR,CVCVCCVCC,4,5,c,(VPA-nid (CPC-adv (Ncsp----y- *),3,1,1,1
1,7,از,از,E-,6,NN,CVC,1,2,f,(CPC-adv (E------- *),2,0,1,0
1,8,گذشته-های,***not found***گذشته-های***Nclp--z
1,9,دور,دور,Aps-,8,NMOD,CVC,1,3,c,(VPA-nid (CPC-adv (As--- *),3,0,1,0
1,10,دارای,دارای,Apsz,16,COPCOMP,CVCVCV,3,5,c,(CPC-adv (As-z- *),2,0,0,3
1,11,هنرها,هنر,Nclp---,12,NounCOOR,CVCVCC,3,5,c,(Nclp------ *))),1,1,0,1
1,12,و,و,Jr-,10,ADJCOMP,CV,1,1,f,(VPA-nid (CPC-adv (Jr------- *),3,0,0,1
1,13,صنایع,صنیع,Nclp--z,12,NounCOOR,CVCVCVCV,4,5,c,(CPC-adv (Nclp----z- *),2,0,0,4
1,14,دستی,دستی,Apsz,13,NMOD,CVCCVV,3,4,c,(As-z- *))),1,0,1,0
1,15,مختلف,مختلف,Aps-,12,NMOD,CVCCVCVC,3,5,c,(VPA-nid (CPC-adv (As--- *),3,0,2,1
1,16,است,بودن,Vpykshs----,17,CC,CVCC,1,3,c,(CPC-adv (Vpyk-shs------ *),2,1,0,0
1,17,و,و,Jr-,0,ROOT,CV,1,1,f,(Jr------- *))),1,0,0,1
1,18,اگر,اگر,Jo-,23,MARK,CVCVC,2,3,f,(VPA-nid (CPC-adv (Jo------- *),3,0,1,1
1,19,به,به,E-,23,IDOBJ,CV,1,2,f,(CPC-adv (E------- *),2,0,0,1
1,20,موزه-های,***not found***موزه-های***Nclp--z
1,21,بزرگ,بزرگ,Apsz,20,NMOD,CVCVCCV,3,4,c,(VPA-nid (PPC (PPC (As-z- *),4,0,1,2
1,22,جهان,جهان,Ncsp---,23,MWE,CVCVC,2,4,c,(NPC (Ncsp------ *),2,0,1,1
1,23,برویم,***not found***برویم***Vpyslo--u--
1,24,،,،,Oc,23,PUNC,،,1,1,f,(Oc *)),1,0,0,1
1,25,از,از,E-,36,IDOBJ,CVC,1,2,f,(VPA-nid (E------- *),2,0,1,0
1,26,تماشای,تماشا,Ncsp--z,25,POBJ,CVCVCVCV,4,6,c,(MV-nid (DPA-nid (DPC-nid (DPC-nid (DPC (Ncsp----z- *),6,0,0,4
1,27,آثار,اثر,Nclp--z,26,NN,CVCVCV,3,4,c,(Nclp----z- *))),1,0,0,3
1,28,هنری,هنری,Aps-,29,AdjCOOR,CVCVCV,3,4,c,(As--- *)),1,0,0,3
1,29,و,و,Jr-,27,NMOD,CV,1,1,f,(PPA (PPC (Jr------- *),3,0,0,1
1,30,زیبای,زیبای,Apsz,29,AdjCOOR,CVCVCV,3,5,c,(As-z- *)),1,0,0,3
1,31,ایرانی,ایرانی,Aps-,27,NMOD,CVCVCV,3,6,c,(PPC (As--- *),2,0,0,3
1,32,در,در,E-,36,VMOD,CVC,1,2,f,(NPC (E------- *),2,0,1,0
1,33,آنجا,آنجا,Dgp-k--,32,POBJ,CVCCV,2,4,c,(MN (Dgp-k-- *),2,0,1,1
1,34,لذت,لذت,Ncsp---,36,MWE,CVCCVC,2,3,c,(Ncsp------ *)))))),1,0,2,0
1,35,خواهیم,خواستن,Vpx-lou----,36,AUX,CVCCVC,2,6,c,(Vpx--lou------ *)))))))))),1,0,2,0
1,36,برد,بردن,Vpyssht----,17,VerbCOOR,CVCC,2,3,c,(Vpys-sht------ *)))),1,1,0,0
1,37,.,.,Oe,17,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
