q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,قایقی,قایق,Ncsp--y,2,NSUBJ,CVCVCC,3,5,c,(ROOT (S (VPF (VPS-nid (NPC (NPC (Ncsp----y- *),7,1,0,1
1,2,خواهم,خواستن,Vpx-sou----,0,ROOT,CVCVC,2,5,c,(NPA (Vpx--sou------ *),2,0,1,1
1,3,ساخت,ساختن,Vpyssht----,2,MWE,CVCC,1,4,c,(Vpys-sht------ *))),1,1,0,0
1,4,،,،,Oc,2,PUNC,،,1,1,f,(Oc *)),1,0,0,1
1,5,خواهم,خواستن,Vpx-sou----,2,MWE,CVCVC,2,5,c,(VPC-nid (ADJPA-nid (Vpx--sou------ *),3,0,1,1
1,6,انداخت,انداختن,Vpyssht----,10,AUX,CVCCVCC,2,6,c,(ADJPC-nid (CPC-adj (Vpys-sht------ *),3,1,1,0
1,7,به,به,E-,10,IDOBJ,CV,1,2,f,(CPC-adj (E------- *),2,0,0,1
1,8,آب,آب,Ncsp---,7,POBJ,CVC,1,2,c,(Ncsp------ *))),1,0,1,0
1,9,دور,دور,Aps-,8,NMOD,CVC,1,3,c,(PPC-nid (As--- *),2,0,1,0
1,10,خواهم,خواستن,Vpx-sou----,5,CCOMP,CVCVC,2,5,c,(DPC-nid (DPC (Vpx--sou------ *),3,0,1,1
1,11,شد,شدن,Vpyssht----,10,MWE,CVC,1,2,c,(Vpys-sht------ *)))))),1,0,1,0
1,12,از,از,E-,5,MWE,CVC,1,2,f,(E------- *))),1,0,1,0
1,13,این,***not found***این***Tm-------
1,14,خاک,خاک,Ncsp---,13,DETCOMP,CVC,1,3,c,(Ncsp------ *)),1,0,1,0
1,15,غریب,غریب,Aps-,14,NMOD,CVCVC,2,4,c,(As--- *)))),1,0,1,1
1,16,.,.,Oe,2,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,همچنان,همچنان,Dgps---,3,VMOD,CVCCVCVC,3,6,c,(ROOT (S (VPSD (VPA (Dgps--- *),5,0,2,1
