q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,دیروز,دیروز,Dgp-t--,3,VMOD,CVCVC,2,5,c,(ROOT (S (VPSD (VPA (Dgp-t-- *),5,0,1,1
1,2,چهارشنبه,چهارشنبه,Naspd--,3,MWE,CVCVCCVCCV,4,8,c,(VPC (Naspd----- *),2,0,2,2
1,3,بود,بودن,Vpyksht----,0,ROOT,CVC,1,3,c,(Vpyk-sht------ *)))),1,0,1,0
1,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,امروز,***not found***امروز***Dgp-t--
2,2,مدرسه,مدرسه,Ncspk--,4,COPCOMP,CVCCVCV,3,5,c,(MV (PPC (Ncspk----- *),3,0,1,2
2,3,باز,باز,Aps-,2,NMOD,CVC,1,3,c,(As--- *)),1,0,1,0
2,4,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)))),1,1,0,0
2,5,.,.,Oe,4,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
3,1,جمعه-ها,***not found***جمعه-ها***Nclp---
3,2,در,در,E-,6,VMOD,CVC,1,2,f,(NPA (E------- *),2,0,1,0
3,3,ایران,ایران,Naspk--,2,POBJ,CVCVC,2,5,c,(CPC-adj (Naspk----- *),2,0,1,1
3,4,مدرسه,مدرسه,Ncspk--,3,NN,CVCCVCV,3,5,c,(CPC-adj (Ncspk----- *),2,0,1,2
3,5,تعطیل,***not found***تعطیل***Aps-
3,6,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)),1,1,0,0
3,7,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
4,1,در,در,E-,7,VMOD,CVC,1,2,f,(ROOT (S (VPS (NPA (NPA (E------- *),6,0,1,0
4,2,آمریکا,آمریکا,Naspk--,1,POBJ,CVCCVCV,3,6,c,(Naspk----- *)),1,0,1,2
4,3,،,،,Oc,1,PUNC,،,1,1,f,(Oc *)),1,0,0,1
4,4,یکشنبه-ها,***not found***یکشنبه-ها***Urns---
4,5,مدرسه,مدرسه,Ncspk-z,7,COPCOMP,CVCCVCVV,4,5,c,(Ncspk---z- *)),1,0,1,1
4,6,تعطیل,***not found***تعطیل***Aps-
4,7,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)))),1,1,0,0
4,8,.,.,Oe,7,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
5,1,امروز,***not found***امروز***Dgp-t--
5,2,شنبه,شنبه,Naspd--,3,MWE,CVCCV,2,4,c,(VPC (Naspd----- *),2,0,1,1
5,3,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)))),1,1,0,0
5,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
6,1,فردا,فردا,Dgp-t--,3,VMOD,CVCCV,2,4,c,(ROOT (S (VPSD (VPA (Dgp-t-- *),5,0,1,1
6,2,یکشنبه,یکشنبه,Naspd--,3,MWE,CVCCVCCV,3,6,c,(VPC (Naspd----- *),2,0,2,1
6,3,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)))),1,1,0,0
6,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
7,1,دیروز,دیروز,Dgp-t--,3,VMOD,CVCVC,2,5,c,(ROOT (S (VPSD (VPA (Dgp-t-- *),5,0,1,1
7,2,جمعه,جمعه,Naspd--,3,MWE,CVCCV,2,4,c,(VPC (Naspd----- *),2,0,1,1
7,3,بود,بودن,Vpyksht----,0,ROOT,CVC,1,3,c,(Vpyk-sht------ *)))),1,0,1,0
7,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
8,1,پریروز,پریروز,Dgp-t--,3,VMOD,CVCVCVC,3,6,c,(ROOT (S (VPSD (VPA (Dgp-t-- *),5,0,1,2
8,2,پنج-شنبه,***not found***پنج-شنبه***Aps-
8,3,بود,بودن,Vpyksht----,0,ROOT,CVC,1,3,c,(Vpyk-sht------ *)))),1,0,1,0
8,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
