q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,پیرمردی,پیرمرد,Ncsp--y,4,NSUBJ,CVCVCVCCC,4,7,c,(ROOT (S (VPSD (VPC-nid-DiscA (NPC-nid (NPA-nid (NPC (Ncsp----y- *),8,0,0,2
1,2,سه,سه,Urns---,3,NUM,CV,1,2,f,(Urns----- *))),1,0,0,1
1,3,پسر,پسر,Ncsp---,1,NN,CVCVC,2,3,c,(Ncsp------ *)),1,0,1,1
1,4,داشت,داشتن,Vpyssht----,0,ROOT,CVCC,1,4,c,(VPA-DiscA (DiscA (Vpys-sht------ *)),3,1,0,0
1,5,که,که,J--,11,COMPM,CV,1,2,f,(VPA (PPC (J-------- *),3,0,0,1
1,6,اغلب,***not found***اغلب***Tf------z
1,7,اوقات,وقت,Nclp---,6,DETCOMP,CVCVC,2,5,c,(Nclp------ *))),1,0,1,1
1,8,با,با,E-,11,IDOBJ,CV,1,2,f,(VPC (PPC (E------- *),3,0,0,1
1,9,یکدیگر,***not found***یکدیگر***Zc------
1,10,نزاع,نزاع,Ncsp---,11,MWE,CVCVC,2,4,c,(MV (Ncsp------ *),2,0,1,1
1,11,می-کردند,***not found***می-کردند***Vpyslhti---
1,12,.,.,Oe,4,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,پدر,پدر,Ncsp---,6,NSUBJ,CVCVC,2,3,c,(ROOT (S (VPSD (VPC-nid-DiscA (NPC-nid (NPA-nid (NPC (Ncsp------ *),8,0,1,1
2,2,اغلب,***not found***اغلب***Tf------z
2,3,آنها,***not found***آنها***Zml-----
2,4,را,را,P,3,ACC,CV,1,2,f,(P *)),1,0,0,1
2,5,نصیحت,نصیحت,Ncsp---,6,MWE,CVCVCVC,3,5,c,(VPA-DiscA (DiscA (Ncsp------ *)),3,0,1,2
2,6,می-کرد,***not found***می-کرد***Vpysshsi---
2,7,که,که,J--,11,MARK,CV,1,2,f,(J-------- *)),1,0,0,1
2,8,با,با,E-,11,IDOBJ,CV,1,2,f,(VPC (PPC (E------- *),3,0,0,1
2,9,هم,***not found***هم***Zc------
2,10,مهربان,مهربان,Aps-,11,MWE,CVCCVCVC,3,6,c,(MV (As--- *),2,0,2,1
2,11,باشند,بودن,Vpyslh--u--,6,VMOD,CVCVCC,2,5,c,(Vpys-lh--u---- *))))))),1,1,0,1
2,12,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
3,1,اما,اما,Jr-,0,ROOT,CVCCV,2,3,f,(ROOT (S (VPA (PPC (Jr------- *),5,0,1,1
3,2,آنان,***not found***آنان***Zrlh----
3,3,چندان,***not found***چندان***Dips---
3,4,اعتنایی,اعتنا,Ncsp--y,8,MWE,CVCCVCVC,4,7,c,(Ncsp----y- *)),1,0,2,1
3,5,به,به,E-,4,NN,CV,1,2,f,(VPC (ADJPC (E------- *),3,0,0,1
3,6,سخنان,سخن,Nclp--z,5,POBJ,CVCVCCV,4,5,c,(NPC (Nclp----z- *),2,0,1,2
3,7,او,***not found***او***Zrsh----
3,8,نمی-کردند,***not found***نمی-کردند***Vnyslht----
3,9,.,.,Oe,1,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
4,1,روزی,روز,Ncspt-y,7,NSUBJ,CVCV,2,4,c,(ROOT (S (VPS (DPC (Ncspt---y- *),5,0,0,2
4,2,پیرمرد,پیرمرد,Ncsp---,1,NN,CVCVCVCC,3,6,c,(Ncsp------ *)),1,1,0,2
4,3,پسران,پسر,Nclp--z,7,DOBJ,CVCVCCV,4,5,c,(VPC (NPC (NPC (Nclp----z- *),4,0,1,2
4,4,خود,***not found***خود***Zx------
4,5,را,را,P,3,ACC,CV,1,2,f,(P *)),1,0,0,1
4,6,صدا,صدا,Ncsp---,7,MWE,CVCV,2,3,c,(MV (Ncsp------ *),2,0,0,2
4,7,زد,زدن,Vpyssht----,0,ROOT,CVC,1,2,c,(Vpys-sht------ *)))),1,0,1,0
4,8,.,.,Oe,7,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
5,1,وقتی,***not found***وقتی***J--
5,2,که,که,J--,4,RELSUBJ,CV,1,2,f,(J-------- *)),1,0,0,1
5,3,پسران,پسر,Nclp---,4,MWE,CVCVCC,3,5,c,(VPA-nid (PPC (PPC (Nclp------ *),4,1,0,1
5,4,آمدند,آمدن,Vpyslht----,13,VMOD,CVCVCVCC,3,5,c,(Vpys-lht------ *)),1,1,0,2
5,5,،,،,Oc,4,PUNC,،,1,1,f,(Oc *)),1,0,0,1
5,6,دسته-ای,دسته-ا,Ncsp--z,12,DOBJ,CVCCVCV,4,7,c,(MV-nid (DPA-nid (DPC-nid (DPC-nid (DPC (Ncsp----z- *),6,0,1,2
5,7,چوب,چوب,Ncsp---,6,NN,CVC,1,3,c,(Ncsp------ *))),1,0,1,0
5,8,را,را,P,6,ACC,CV,1,2,f,(P *)),1,0,0,1
5,9,به,به,E-,12,IDOBJ,CV,1,2,f,(PPA (PPC (E------- *),3,0,0,1
5,10,آنان,***not found***آنان***Zrlh----
5,11,نشان,نشان,Ncsp---,12,MWE,CVCVC,2,4,c,(PPC (Ncsp------ *),2,0,1,1
5,12,داد,دادن,Vpyssht----,13,VerbCOOR,CVC,1,3,c,(Vpys-sht------ *)))),1,0,1,0
5,13,و,و,Jr-,0,ROOT,CV,1,1,f,(Jr------- *)))),1,0,0,1
5,14,از,از,E-,19,IDOBJ,CVC,1,2,f,(DiscE (CLR (E------- *),3,0,1,0
5,15,هر,***not found***هر***Tf-------
5,16,یک,یک,Urns---,15,MWE,CVC,1,2,f,(Urns----- *))),1,0,1,0
5,17,از,از,E-,15,DETCOMP,CVC,1,2,f,(VPS-nid (NPC (E------- *),3,0,1,0
5,18,آنان,***not found***آنان***Zrlh----
5,19,خواست,خواستن,Vpyssht----,13,VerbCOOR,CVCC,1,5,c,(VPC-nid (ADJPC-nid (Vpys-sht------ *),3,1,0,0
5,20,که,که,J--,24,RELSUBJ,CV,1,2,f,(PPC-nid (J-------- *),2,0,0,1
