q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,من,***not found***من***Zrso----
1,2,کاوه,کاوه,Nasp---,3,MWE,CVCV,2,4,c,(VPC (Nasp------ *),2,0,0,2
1,3,هستم,بودن,Vpyksos----,0,ROOT,CVCCVC,2,4,c,(Vpyk-sos------ *))),1,0,2,0
1,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *)))) ,1,0,0,1
2,1,من,***not found***من***Zrso----
2,2,دانش-آموز,***not found***دانش-آموز***Aps-
2,3,هستم,بودن,Vpyksos----,0,ROOT,CVCCVC,2,4,c,(Vpyk-sos------ *))),1,0,2,0
2,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *)))) ,1,0,0,1
3,1,من,***not found***من***Zrso----
3,2,پسر,پسر,Ncsp--z,6,MWE,CVCVCV,3,3,c,(VPC-DiscA (DiscA (Ncsp----z- *)),3,0,0,3
3,3,پرویز,پرویز,Nasp---,4,NounCOOR,CVCCVC,2,5,c,(VPC (DPC (DPC (Nasp------ *),4,0,2,0
3,4,و,و,Jr-,2,NN,CV,1,1,f,(Jr------- *)),1,0,0,1
3,5,پروین,پروین,Nasp---,4,NounCOOR,CVCCVC,2,5,c,(Nasp------ *)),1,0,2,0
3,6,هستم,بودن,Vpyksos----,0,ROOT,CVCCVC,2,4,c,(Vpyk-sos------ *))))),1,0,2,0
3,7,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
4,1,پرویز,پرویز,Nasp---,4,NSUBJ,CVCCVC,2,5,c,(ROOT (S (DPC (Nasp------ *),4,0,2,0
4,2,پدر,پدر,Ncsp--z,1,NN,CVCVCV,3,3,c,(NPC (Ncsp----z- *),2,0,0,3
4,3,من,***not found***من***Zrso----
4,4,ست,***not found***ست***Vpykshs----
4,5,.,.,Oe,4,PUNC,.,1,1,f,,-1,0,0,1
5,1,او,***not found***او***Zrsh----
5,2,کارخانه-دار,***not found***کارخانه-دار***Aps-
5,3,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *))),1,1,0,0
5,4,.,.,Oe,3,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
6,1,پروین,پروین,Nasp---,4,NSUBJ,CVCCVC,2,5,c,(ROOT (S (CPC-verb (Nasp------ *),4,0,2,0
6,2,مادر,مادر,Ncsp--z,4,COPCOMP,CVCVCV,3,4,c,(VPA (PPC (Ncsp----z- *),3,0,0,3
6,3,من,***not found***من***Zrso----
6,4,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *))),1,1,0,0
6,5,.,.,Oe,4,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
7,1,او,***not found***او***Zrsh----
7,2,خانه-دار,***not found***خانه-دار***Aps-
