q,WordIndex,wordForm,Lemma,POS,DepRelation,DepType,PhonePattern,SyllableNumber,WordCharacter,POS type (functional/content),ConstituencyParsing,ConstituencyNumberOfNodes,CVCC Count,CVC Count,CV Count
1,1,امروز,***not found***امروز***Dgp-t--
1,2,روز,روز,Ncspt-z,4,COPCOMP,CVCV,2,3,c,(MV (PPC (Ncspt---z- *),3,0,0,2
1,3,جمعه,جمعه,Naspd--,2,POSSESSIVE,CVCCV,2,4,c,(Naspd----- *)),1,0,1,1
1,4,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)))),1,1,0,0
1,5,.,.,Oe,4,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
2,1,در,در,E-,6,VMOD,CVC,1,2,f,(ROOT (S (NPA (E------- *),4,0,1,0
2,2,ایران,ایران,Naspk--,1,POBJ,CVCVC,2,5,c,(NPA (Naspk----- *),2,0,1,1
2,3,جمعه,جمعه,Naspd--,2,NN,CVCCV,2,4,c,(CPC-adj (Naspd----- *),2,0,1,1
2,4,روز,روز,Ncspt--,3,NN,CVC,1,3,c,(CPC-adj (Ncspt----- *),2,0,1,0
2,5,تعطیل,***not found***تعطیل***Aps-
2,6,است,بودن,Vpykshs----,0,ROOT,CVCC,1,3,c,(Vpyk-shs------ *)),1,1,0,0
2,7,.,.,Oe,6,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
3,1,ما,***not found***ما***Zrlo----
3,2,امروز,***not found***امروز***Dgp-t--
3,3,در,در,E-,4,MWE,CVC,1,2,f,(VPC (NPC (E------- *),3,0,1,0
3,4,خانه-ایم,***not found***خانه-ایم***Vpyk------n-4-
3,5,.,.,Oe,4,PUNC,.,1,1,f,(Cevpknlov *))))),1,0,0,1
4,1,مادر,مادر,Ncsp---,5,NSUBJ,CVCVC,2,4,c,(ROOT (S (NPA (Ncsp------ *),4,0,1,1
4,2,در,در,E-,5,VMOD,CVC,1,2,f,(NPA (E------- *),2,0,1,0
4,3,آشپزخانه,آشپزخانه,Ncspk--,2,POBJ,CVCCVCCVCV,4,8,c,(MN (Ncspk----- *),2,0,2,2
4,4,غذا,غذا,Ncsp---,5,MWE,CVCV,1,3,c,(Ncsp------ *))),1,0,0,2
4,5,می-پزد,***not found***می-پزد***Vpysshsi---
4,6,.,.,Oe,5,PUNC,.,1,1,f,(Oe *))) ,1,0,0,1
5,1,حسن,حسن,Nasp---,2,NounCOOR,CVCC,2,3,c,(ROOT (S (NPA (Nasp------ *),4,1,0,0
